ï»؟id,speaker_id,texto_ia,texto_mejorado
5a565874-8130-40f9-a2a4-c316fe7cb838,SPEAKER_00,"Diligencia de dilagrado, se envâ”œآ،a a la divinidad para que se actâ”œâ•‘e y se extraiga la informaciâ”œâ”‚n",
66c054a6-6f88-44b8-9286-2022d0f9a6bd,SPEAKER_00,"Mayo del 2000 veintiuno en la instrucciâ”œâ”‚n. En esa instrucciâ”œâ”‚n mal llevada, con hemos visto.",
98d05e9f-8ca0-4250-a6da-e9d9be4bd20d,SPEAKER_00,"Y, por cuestiones de tiempo, deciden acusar y condenar sin esa prueba fundamental que le fue admitida al Fiscal y a nosotros, y a nosotros, porque si ustedes",
993d8858-d57d-4afb-8e73-38178219d844,SPEAKER_00,"Y esa declaraciâ”œâ”‚n desapareciâ”œâ”‚, se extraviâ”œâ”‚. En la ascendencia, en primera instancia, no se motivâ”œâ”‚. Cuando se han presentado la",
449b65c9-9cdf-437e-b6c4-c55b74c98f85,SPEAKER_00,"Que en la pâ”œأ­gina 10 3.2 punto veintiuno, la misma sala",
90d9f1aa-e3c1-4b96-bac9-ae89578a3a1d,SPEAKER_00,"Declaraciones, un minuto, por favor.",
a3a11c17-1455-4d8e-bf94-ed35b4dbcdf0,SPEAKER_00,Menciona los agravios que han tenido las,
4f07904e-a598-4026-b526-016cee2b76da,SPEAKER_00,"O pluma otro. Sâ”œآ،, analizan las declaraciones preliminares, incluso el Seâ”œâ–’or Diego Arroyo en su declaraciâ”œâ”‚n preliminar recientemente en el râ”œآ،o, ahora",
38046d6f-58fe-4db0-a205-75c2d77f96ef,SPEAKER_00,"Momento de resolver no los mencionaron. Para nosotros esa prueba es fundamental, porque es Seâ”œâ–’ora, la madre, declara de que su hija horas antes habâ”œآ،a estado en el hotel Queen",
154c49db-49f6-453a-afef-04a144e02aea,SPEAKER_00,"Que suscitaron los hechos, prefiere El Seâ”œâ–’or arequipeâ”œâ–’o ha tomado fotos, las ha visto el policâ”œآ،a y esto y estas fotos",
7f026d1a-b23c-47f0-9bc4-fd44102f6532,SPEAKER_00,"Con su enamorado, que su hija se lo habâ”œآ،a referido. Entonces, la lesiâ”œâ”‚n",
d461873f-c5a2-4282-837f-0dc3e2a19b19,SPEAKER_00,"Demostrarâ”œآ،an que los hechos son consentidos. Entonces, la prueba medular es ese telâ”œآ®fono, las pruebas que deben actuarse, hay una prueba perdida, â”¬â”گquiâ”œآ®n va a responder por ella? Nosotros hemos",
cb379aeb-2cbf-49dd-b0ce-2ab197d2381d,SPEAKER_00,"Susgilaciones, fisuras, cuestionamientos legales, se ha aclarado, se ha motivado de quiâ”œآ®n proviene? Si del enamorado o de los supuestos tesoros,",
7bc35490-3929-4950-b627-e81f5e895983,SPEAKER_00,"Esa declaraciâ”œâ”‚n, de esa pieza, de esa prueba, que no fue debidamente valorada en el proceso. Por estas consideraciones solicitamos",
1ead300a-3599-40a6-af5a-84c64f855bea,SPEAKER_00,En los fiscales fundados nuestro recurso de agravio constitucional y consecuentemente nuestro pedido de habeas corpus. Muchas gracias,
637d7092-169d-4ed1-9d86-32f319ecef54,SPEAKER_00,"Siendo un caso que se dio en flagrancia, no hubo investigaciâ”œâ”‚n, el Ministerio Pâ”œâ•‘blico, el tamiz principal.",
c15fc28a-234f-4ea3-b41b-9ef96df2c5bf,SPEAKER_00,"El desfile probatorio se debiâ”œâ”‚ a la instrucciâ”œâ”‚n y como ustedes se darâ”œأ­n cuenta, nos actuaron la mitad",
893dab61-b65d-42c0-91bc-5c08f2f30676,SPEAKER_00,"Juan Pablo Domâ”œآ،nguez, gracias. Gracias presidente, a cualquiera de los 2 abogados de",
ae3abd20-5ef0-4a44-bde5-4a19909ddfbd,SPEAKER_00,De las pruebas que se habâ”œآ،an admitido en la etapa de instrucciâ”œâ”‚n.,
e34ebcae-36f6-4b7e-9f40-67430398b062,SPEAKER_00,"Esta supuesta violaciâ”œâ”‚n sexual a una persona de 21 aâ”œâ–’os, se han condenado a 5 personas.",
744da04c-086c-418d-bb08-0fbd9f7ae09a,SPEAKER_00,"Es decir, ellos deberâ”œآ،an estar saliendo en el aâ”œâ–’o 40. Y",
1220f9a8-0699-412f-ba54-1fdc05b3beba,SPEAKER_00,"En primera instancia, no. A raâ”œآ،z de nuestra apelaciâ”œâ”‚n, donde advertimos la ausencia de esta actuaciâ”œâ”‚n, la sala",
375fc846-b630-4bf5-a176-2b0af11a5c56,SPEAKER_00,"Responde y dice, estos medios probatorios",
7e18f09a-1598-4e35-ad34-456d97d97f6a,SPEAKER_01,Inâ”œâ•‘tiles.,
d728adb1-0cf2-44ea-aada-fc9f191572f1,SPEAKER_00,"Argumento que nos ha dado, contradiciendo, obviamente, el mismo planteamiento del Juez instructor que ya los aprobâ”œâ”‚ por",
2c91c881-416d-4c0e-b75a-945face5a022,SPEAKER_00,"Lo seâ”œâ–’alâ”œâ”‚, yo argumento por quâ”œآ® eran pertinentes,",
a26ebc5a-33bb-4740-94fc-fcf2d04a0192,SPEAKER_00,"Sâ”œآ،, Seâ”œâ–’or Magistrado, especâ”œآ،ficamente, esa argumentaciâ”œâ”‚n la podemos encontrar entre las pâ”œأ­ginas 77 y 85 de la sentencia de segunda instancia, donde 1 por 1 nos",
14b266ee-8836-48c3-994b-9ee9b1371f97,SPEAKER_00,â”¬â”گJugador? Correcto. No podrâ”œآ،a ser considerado,
f71440b3-3e9a-4b68-b623-ef4dbad3d052,SPEAKER_00,"Tribunal mâ”œأ­ximo ha seâ”œâ–’alado, el derecho a la prueba es complejo y va desde el ofrecimiento",
6026fe36-a3ed-4d48-aaaf-9a92ec9b86ac,SPEAKER_00,"La admisiâ”œâ”‚n, la actuaciâ”œâ”‚n, la valoraciâ”œâ”‚n y no se puede valorar lo actuado. En este caso, si es que la segunda instancia penal nos dirâ”œآ،a la declaraciâ”œâ”‚n del enamorado no es",
540278bd-93d4-4c20-8b95-c114d47d58ae,SPEAKER_00,"â”œأœtil, perfecto, descâ”œأ­rtela, pero tâ”œâ”‚mele la declaraciâ”œâ”‚n, si no dice, no, la ratificaciâ”œâ”‚n del no nos sirve, basta su pericia, bueno, tâ”œâ”‚mele primero la declaraciâ”œâ”‚n y valore, pero en este caso, valoraciâ”œâ”‚n, simplemente",
2022fa3d-7504-401f-8745-82c2e50a5b2f,SPEAKER_00,"Existiâ”œâ”‚ porque no se nos permitiâ”œâ”‚ esa actuaciâ”œâ”‚n. Ya, gracias.",
ddb27075-ac87-443a-818a-cba633f0635e,SPEAKER_02,"Proceso de amparo presentado por Gianfranco Ortiz Morâ”œâ”‚n, a favor de su menor hijo de inicial",
78542cc5-f788-4b1b-a700-8bdb8002b641,SPEAKER_02,Por la demandada el seguro social de salud EsSalud. Seâ”œâ–’or,
04065372-97e4-423e-9796-6ece28fa5228,SPEAKER_02,Fernâ”œأ­ndez. Asâ”œآ، mismo por la parte demandada el,
bec87b4e-996a-4918-a8dd-16f011fb3f7a,SPEAKER_02,Martâ”œآ،n Lol.,
0af0d31e-fd91-4eb8-aea4-d580fdcc0301,SPEAKER_00,La enfermedad de distrografâ”œآ،a muscular o de Eugene es una enfermedad rara,
44a7eaa1-ccad-4b17-bafb-008ebc37a3d9,SPEAKER_03,"Y huâ”œآ®rfana, es decir, no es una enfermedad comâ”œâ•‘n y afecta principalmente a varones y a niâ”œâ–’os, si decimos niâ”œâ–’os, porque las probabilidades de vida se extienden",
e5b36a16-ce03-44d1-b9c7-6ad34af1511b,SPEAKER_03,"Hasta los 26 aâ”œâ–’os y en algunos casos hasta los 28. Si no reciben tratamiento oportuno para esta enfermedad, inclusive entre los 12 y 14 aâ”œâ–’os podrâ”œآ،an perder la capacidad motora, es decir, la capacidad de movilizarse autâ”œâ”‚nomamente.",
2cc873da-35cf-4222-b366-631fb1012113,SPEAKER_03,"Conformaciâ”œâ”‚n, por lo debido respeto, Seâ”œâ–’or presidente, Seâ”œâ–’or magistrados, en el expediente 15 31 ya resolviâ”œâ”‚",
caa00a3c-b432-4beb-8403-73d1b2b52220,SPEAKER_03,Declarando fundado un agravio constitucional en una situaciâ”œâ”‚n exactamente,
125b07c3-70e1-43fa-ae56-c01782af77a8,SPEAKER_03,"Grado, es decir, el tribunal constitucional ya ha resuelto una causa exactamente idâ”œآ®ntica de manera favorable, declarando fundado el agravio constitucional.",
c6715885-752f-4ef6-8b07-d7485d56f8ef,SPEAKER_03,"Y en este presente caso ademâ”œأ­s la sentencia en primera instancia fue declarada fundada, en segunda instancia fue declarada fundada en parte y solamente en un extremo fue declarada improcedente.",
03bb1a41-974b-486a-b801-80b367d6e4f0,SPEAKER_03,"Por otro lado, para el tratamiento de esta gravâ”œآ،sima enfermedad que es incurable, hasta la fecha solo se ha tenido un medicamento",
847722b2-3072-48eb-bbd8-341bfbc0a0ff,SPEAKER_03,Que ha ha permitido que los menores de edad que sufren desde enfermedad puedan continuar con su capacidad motora.,
153a4243-c0f5-4c38-b13e-551ebc5cc247,SPEAKER_03,Y es el agaluren o traslerna.,
737471f8-2222-4ea0-9b73-8fb0575365da,SPEAKER_03,"En nuestro paâ”œآ،s hay una grave situaciâ”œâ”‚n, y lo hemos visto inclusive en otros casos, la administraciâ”œâ”‚n de salud hay 2 tipos de entidades, la yafas",
084cb560-79b1-4c03-a6af-9ffaa30d0033,SPEAKER_03,"Y las IPRES. Las Iapas, que son las instituciones administradoras de fondos de salud, o asistencial, son las empresas de seguro,",
2c515b28-38b8-41e7-94be-a76271745fc7,SPEAKER_03,"Esalud, en este caso tambiâ”œآ®n actâ”œâ•‘a como yafa, y por otro lado estâ”œأ­n las CIP, que son las entidades prestadoras",
842e75ff-f200-4778-9f21-1c3fe6dd27b5,SPEAKER_03,"De los servicios de salud. Pero da la casualidad que en este caso concreto, decir, la diferencia esencial que existe entre la IEAFA es salud y",
3b294b5e-5f67-4ad0-a94c-9ac7f31e3f61,SPEAKER_02,La,
55aedcd7-1b81-4724-85ce-a5485d567361,SPEAKER_03,"Las yafas privadas tienen sâ”œآ، o sâ”œآ، por mâ”œأ­s que lo digan que no, por mâ”œأ­s que digan que no, una motivaciâ”œâ”‚n",
77375a2b-ba9e-4fd2-b9e0-faf80b668f75,SPEAKER_03,Tambiâ”œآ®n de lucro.,
0ede48b8-f373-448e-8b78-ef235c758fdc,SPEAKER_03,"Pero en el caso de la Yafa EsSalud,",
447b3753-9482-484e-8486-22f216c3123c,SPEAKER_03,"Un minuto, si me permite. No, toma. â”¬â”گQuâ”œآ®",
52a2acf2-508b-4724-bde2-6d504667517e,SPEAKER_03,"En ese sentido, debemos decir que ademâ”œأ­s la ley de enfermedades raras y huâ”œآ®rfanas establece que",
cebae38d-36af-441b-92f3-23d7f3b050c2,SPEAKER_03,"Los medicamentos para tratamiento de estas enfermedades las enfermedades estâ”œأ­n efectuados, inclusive, de la ley de contrataciones.",
ff162f62-0cc6-460f-a857-a1b8292378f0,SPEAKER_03,"Por lo tanto, no era porque esa",
e020d73e-712d-4b57-97e8-81cd374ec5e3,SPEAKER_03,Ha evadido su rol y ha,
a533f817-772f-4f1e-8bd6-78afd4734c10,SPEAKER_03,"No solamente en este caso de este menor al cual represento, sino tambiâ”œآ®n",
dd27354c-a296-4b7f-abef-fec773d8ecfe,SPEAKER_03,Aproximadamente 10 a 12 casos.,
9fe721fe-ff81-4976-85ff-9d7c861cda47,SPEAKER_03,"Es decir, y en Essalud solamente tenemos",
5a89a63f-58b4-4ba0-a649-038f37a23525,SPEAKER_01,Muy bien.,
cc076e3d-6ef8-4c9c-ba69-c722b173155f,SPEAKER_00,"Seâ”œâ–’or presidente, de la segunda",
db183993-9779-41ef-be65-5f48e7497215,SPEAKER_04,"Del Tribunal Constitucional, seâ”œâ–’ores magistrados de este inicio de Tribunal Constitucional. Con relaciâ”œâ”‚n a nuestra posiciâ”œâ”‚n, vengo en representaciâ”œâ”‚n de salud. En",
447a79b1-9371-4efb-811a-51facd54c120,SPEAKER_04,"Tomado conocimiento de este pedido de agravio constitucional. Que me permitiâ”œâ”‚, para hacer mâ”œأ­s didâ”œأ­ctico, didâ”œأ­ctico y muy breve, preparar algunas diapositivas muy puntuales sobre el",
60c6ef1f-9851-4edb-a730-bf7d0a73e8d5,SPEAKER_04,"Contenido del recurso Agraviado constitucional presentado por la parte demandante, y no puede empezar de otra manera que no sea",
f5fc006a-c203-4664-b3d9-dea41f28f142,SPEAKER_04,Seâ”œâ–’alando que salud cumple y ademâ”œأ­s,
96162c52-9a4d-4b5c-b37e-702c4be41e01,SPEAKER_04,"Valora el derecho a la vida. El lo los obliga,",
0e9e2912-41dd-479f-8b47-d08cee49a740,SPEAKER_04,"El mandato, nuestra Ley General de Salud, la 26 8 4 2, y allâ”œآ، hay cierto",
a5ee4523-022f-465e-9046-f25085651bdf,SPEAKER_04,"Conceptos que deben de quedar claros de antemano. Primero, que es responsabilidad",
34156db4-2e91-46fb-ae48-6645d8df0a93,SPEAKER_04,"Responsabilidad del Estado regular todo acceso a la salud, eso es imperativo de la norma, y ademâ”œأ­s hay un aspecto muy importante que seâ”œâ–’ala esta ley, que es la ley de cabecera de todas las entidades de salud.",
962b2dba-8df3-4690-99ad-cd92a465fb27,SPEAKER_04,"Y es que tiene que darse y promoverse, la",
75d29a1b-6c12-4844-9e62-14b5ed87f0de,SPEAKER_04,Dio lleva a seâ”œâ–’alar que en el caso en especâ”œآ،fico del menor con iniciales AD00A. Existe de los actuados procesales de la evidencia,
e6520fc9-e32c-4844-bb67-2f976ceafd8f,SPEAKER_04,"Contenida en el expediente, a fojas 4 y 32 a 32, que de salud ha venido brindâ”œأ­ndole absolutamente",
db30bc8b-4904-4e2b-bada-d8d1350bfbbf,SPEAKER_04,"Todos los mecanismos y todas las atenciones posibles a esta persona, a este menor, y obviamente",
5d4da17c-98c8-4c51-9f6f-fe6b0283d76e,SPEAKER_04,"Con el sentido de humanidad y con el sentido de la importancia que caracteriza a salud, y ademâ”œأ­s",
fedadc4a-0e47-4195-b553-a62753e8f5a1,SPEAKER_04,"Conociendo y sabiendo perfectamente que se trata una enfermedad huâ”œآ®rfana, una enfermedad",
ec365559-12e7-493e-9878-9b9ec6c24bb0,SPEAKER_04,"Rara. Esta distrofia muscular, como bien lo ha seâ”œâ–’alado, la parte demandante es una enfermedad muy compleja, pero ademâ”œأ­s tambiâ”œآ®n requiere de ciertas",
418b7466-e710-4a22-8048-61f838e49719,SPEAKER_04,"Atenciones particulares, no solamente de un tema de de medicamento, sino que ademâ”œأ­s de acciones mâ”œآ®dicas de rehabilitaciâ”œâ”‚n y otras conexas que se tienen que dar a paciente.",
9b2eddd4-41f1-4ce0-bb69-8502a3ae4a49,SPEAKER_04,"Pero, como manifestâ”œآ® en un inicio, nosotros tenemos que darle mucha importancia al contenido cientâ”œآ،fico de las acciones que se realizan en el marco de las prestaciones de salud.",
00e60563-26b2-4deb-8760-02f233c5c966,SPEAKER_04,"Y Essalud tiene, hoy por hoy, ya lo he tenido hace mucho tiempo, un organismo que se llama el IECI. El IECI es el",
af3c74d2-9a0f-448d-9237-155c31777dcb,SPEAKER_04,Este es una suerte de â”œâ”‚rgano tâ”œآ®cnico cientâ”œآ،fico de salud que es el que desarrolla todos aquellos aspectos,
f7cee453-4928-4f2d-a68f-ed16adfb1194,SPEAKER_04,Vinculados a lo a los a los medicamentos que van a ingresar en el petitorio farmacolâ”œâ”‚gico que tiene,
c444af9a-1e12-4403-b77f-2ed56be47950,SPEAKER_04,"Salud como tal. Porque esto no es una invenciâ”œâ”‚n de de salud, es una inversiâ”œâ”‚n, es",
749fd832-b930-4b83-a167-b3e02ddfff8c,SPEAKER_04,Una es una norma que regula câ”œâ”‚mo se dan los,
548932c1-293b-471b-9c30-294062266a17,SPEAKER_02,Y aquâ”œآ،,
ce5a104b-5095-4a0f-8b58-d179e31069ea,SPEAKER_04,"Ya hubo pronunciamiento de Yexi, en donde se habla de que en el caso de la evaluaciâ”œâ”‚n preliminar que se hizo al trasladar Natanure,",
65beb9da-43b9-4549-9874-e61bdf9a1b75,SPEAKER_04,Se ha encontrado de manera determinante y sostenida que no existe y no no se permite establecer una relaciâ”œâ”‚n de causalidad entre,
6c6ed0cc-003f-44d6-8c53-2b45baa67a67,SPEAKER_04,Uso de la taluje y los beneficios en los desenlaces clâ”œآ،nicos.,
5cc087bb-e518-4b73-a68c-5002f9d0354c,SPEAKER_04,"Cientâ”œآ،ficas nos dice que ha habido 4 pronunciamientos, 4 evaluaciones tecnolâ”œâ”‚gicas hechas con relaciâ”œâ”‚n a este fâ”œأ­rmaco, y que, en conclusiâ”œâ”‚n,",
3101d118-7196-492e-99d2-9224f7129769,SPEAKER_04,"Pacientes con histopia muscular de Lucio. Entonces, tenemos que, â”¬â”گpor quâ”œآ® es importante el contenido cientâ”œآ،fico que tiene que dâ”œأ­rsele a todos los medicamentos que se administran a pacientes",
d88bfaab-7bfa-44e7-be15-65d5af26e5c9,SPEAKER_04,"Pacientes. Es importante, no solamente por un tema â”œآ®tico, mâ”œآ®dico o profesional, sino que ademâ”œأ­s porque el reglamento de ensayos clâ”œآ،nicos, estos ensayos clâ”œآ،nicos que se hicieron muy famosos en la â”œآ®poca",
2bae96bc-c1c8-4e1c-ab8c-b4b9a0607125,SPEAKER_04,"Del COVID, seâ”œâ–’alan fases que tienen que cumplirse para que el",
9d135211-0b8d-4b1f-bca0-45d1b56002de,SPEAKER_04,Estamos,
de215d45-ccd1-4460-93e2-6b787912d435,SPEAKER_04,"Luz de la evidencia cientâ”œآ،fica y nos demostraba eficacia y efectividad, porque de eso tenemos que apuntar, la efectividad",
fa70a309-99b8-4502-afde-d2032b3a2b1b,SPEAKER_04,"Del medicamento, no solo que no le haga daâ”œâ–’o al paciente, sino la efectividad, solicitamos que se declare",
7a20bd3f-fab2-4cff-a85d-b35e7c0ae049,SPEAKER_04,Procediente la demanda y procedente tambiâ”œآ®n recurso de amparo.,
04333bc7-d939-4c92-a893-67962eb2218c,SPEAKER_03,"Es el comportamiento renuente de salud, inclusive, en el caso ya con sentencia de mayo del 2023 y notificada en agosto del 2023, solamente en el mes de junio del presente aâ”œâ–’o de salud ha cumplido",
14ea6fcc-35a6-4730-8509-2b39c674041c,SPEAKER_03,"Y prâ”œأ­cticamente a travâ”œآ®s de sus entes administrativos, como bien lo expresa, expresa el Abogado de de de salud, ha sido renuente totalmente a cumplir con la sentencia.",
08a95a10-7e34-4588-94e3-b78ef97e9de3,SPEAKER_03,Y ademâ”œأ­s debemos decir categâ”œâ”‚ricamente que podemos tener opiniâ”œâ”‚n,
837237b7-43d7-4290-a8a7-92210433464c,SPEAKER_03,Creado,
f5e813cb-032a-420a-8158-6ba135d9a34b,SPEAKER_03,"Acreditado que el medicamento en menciâ”œâ”‚n tenga algâ”œâ•‘n efecto negativo o secundario,",
c0459a53-6331-41f9-aa7c-e5ee25579ae7,SPEAKER_03,El â”œâ•‘nico medicamento capaz de recomponer la proteâ”œآ،na que se pierde producto de esta enfermedad para que los menores puedan continuar,
5f3e1a4f-3e2c-40ab-bf99-0f759ea9418d,SPEAKER_03,"De vida. Por lo tanto, el hecho que en 4 oportunidades el Jetzi en salud de manera indolente y prâ”œأ­cticamente cuidando â”œâ•‘nica y exclusivamente los recursos",
49e6bda2-404b-4e4d-8e1a-fbaf646e0921,SPEAKER_00,Lamentable,
9ad03dd7-e9ca-4d48-bae0-32a2e7d038f6,SPEAKER_04,"Lo lo voy a iniciar primero siendo categâ”œâ”‚ricos en seâ”œâ–’alar seâ”œâ–’alar que salud en toda distancia y ante el requerimiento tanto del Tribunal Constitucional como los â”œâ”‚rganos jurisdiccionales que han pedido la compra del medicamento, no solamente",
b5eaa5c4-767f-4ff5-83af-ad56f7648e82,SPEAKER_04,"Sino de otros medicamentos, esa luz ha cumplido a cabalidad. Sin embargo, quiero ser enfâ”œأ­tico en seâ”œâ–’alar, nosotros hemos venido evaluando los pronunciamientos de las autoridades",
c4c34964-5b37-4c63-b84d-156e158951d8,SPEAKER_04,"Con competencia para poder determinar la eficacia del medicamento. Y si bien es cierto, organismos internacionales que han seâ”œâ–’alado que el medicamento podrâ”œآ،a ser eficaz",
e866595c-92d4-4f2d-94f1-053155438d96,SPEAKER_04,Estos organismos no necesariamente tienen una una credibilidad como la tienen algunos algunas instituciones federales o algunas instituciones que que tienen sâ”œآ، la capacidad de poder terminar,
d8fde7e8-c751-4019-8df5-bac97d5485b2,SPEAKER_04,"Efectividad del medicamento. Pero mâ”œأ­s allâ”œأ­ de esa discusiâ”œâ”‚n que hoy ya no es relevante, tenemos el pronunciamiento de Digemit, que este este agosto ya ha dicho que se procediâ”œâ”‚ con suspender los registros",
84398442-c148-4d14-b311-630a742b6aef,SPEAKER_04,"De estos registros que estâ”œأ­n acâ”œأ­, que lo vamos a ver en la prâ”œâ”‚xima diapositiva, por presentar una relaciâ”œâ”‚n",
444843f3-9ba6-40e8-b867-9a215db83d3f,SPEAKER_04,Relaciâ”œâ”‚n de riesgo de beneficio riesgo negativo. â”¬â”گCuâ”œأ­les son esos registros?,
4175061f-e444-4f5d-a4f2-6fb3b855a346,SPEAKER_04,"Esos registros, se los enseâ”œâ–’o, son las 3 presentaciones, las 3 â”œâ•‘nicas presentaciones en donde viene el traslado",
57515d74-2269-4d2d-995e-cfb427f5b65f,SPEAKER_04,A Perâ”œâ•‘.,
d1291d52-a6de-4fc7-b7cd-5674014b0b74,SPEAKER_04,"Digesa ha ha ya retirado, ha retirado a la, por por decir un riesgo negativo, la, el, el, el registro sanitario",
89295dd2-a441-4665-86d7-1fb2a42a74cf,SPEAKER_04,"De este medicamento. En consecuencia, hay que tener en cuenta que ya por primera vez hay un pronunciamiento",
ef917909-4ba8-4e77-b123-511432ed7f1c,SPEAKER_04,"Certificaciâ”œâ”‚n sanitaria de este medicamento, lo que tiene que tener en cuenta el Magistrado de Pleno Costo. Muchas gracias.",
d079999e-4067-4189-98ae-98c9be77e674,SPEAKER_04,"Estamos hablando de un menor de edad, distinto al caso anterior. Bien, en este proceso",
5ee23939-795e-488e-baf9-e0570dc5b06f,SPEAKER_04,Cuando se,
e75fc714-9d9f-40f2-8bb2-265ca8938d07,SPEAKER_04,"Se ha tramitado en la jurisdicciâ”œâ”‚n ordinaria,",
2e582c63-c2b9-4607-94a9-4ce3e3bed1f6,SPEAKER_04,O en el poder judicial,
3c1e9b91-080e-49bf-9f03-07c4a17cd418,SPEAKER_05,Se habâ”œآ،a expedido no la sentencia anterior del tribunal,
fc4286c2-ba7c-4311-bf58-6cf23709ae07,SPEAKER_03,"Constitucional? Aâ”œâ•‘n aâ”œâ•‘n no, este, en la primera instancia",
fb7274e1-a1b8-4fd0-a5ea-6df44418d67a,SPEAKER_03,"Aâ”œâ•‘n no, en la segunda mâ”œأ­s o menos ha ido en paralelo, â”¬â”گno? O sea, â”¬â”گno habâ”œآ،a, digamos, la oportunidad",
69bf5933-868a-4029-ac17-cd6df40d6ca6,SPEAKER_05,"De ajustar, digamos, asâ”œآ، la sentencia en ese proceso. Asâ”œآ، es.",
d2d03e32-672f-410f-9a5e-cfa4dd178579,SPEAKER_03,"Si me permite, respecto justamente al al punto que se ha referido el el Abogado sobre el digemite. Sucede que, por un lado, los medicamentos, necesariamente para ser adquiridos",
ed89258f-4f37-4bea-8a7a-d0662fca4d3b,SPEAKER_03,"Por salud, no requieren ni siquiera, no es una obligaciâ”œâ”‚n que tenga el registro sanitario, se pueden comprar, como muchos medicamentos se pueden",
b99838b0-af90-45f5-80d3-5d2fd406bbac,SPEAKER_03,"Comprar fuera de registro, y mâ”œأ­s aâ”œâ•‘n en las enfermedades raras y malas, como les decâ”œآ،a al principio, se puede",
fcb88588-a76f-4a19-9800-0d2c210006be,SPEAKER_03,"Ademâ”œأ­s estâ”œأ­n exceptuados inclusive de algunos procedimientos y ademâ”œأ­s es el â”œâ•‘nico medicamento y asâ”œآ، se ha demostrado, en distintos paâ”œآ،ses en Argentina, en Colombia, en Inglaterra,",
bf07964e-c41c-4acb-a0a5-ec559cc31dba,SPEAKER_03,Que es un medicamento que el riesgo y beneficio ha sido,
49e2c289-4b9a-4884-9a69-ec3a3e97388c,SPEAKER_03,"Como favorable. Por lo tanto, resulta preocupante que el representante de salud mantenga esa posiciâ”œâ”‚n.",
36ff80fb-4308-4c65-ad64-e6e8e25ae51f,SPEAKER_01,Conforme. Solamente,
010ada2b-b845-4aab-a324-b12a0fef79dd,SPEAKER_03,"Preguntarle de paso que complementan la respuesta, es mâ”œأ­s allâ”œأ­ de la de la del pedido de compra de este fâ”œأ­rmaco,",
233f8ad3-50ed-41a9-908f-7db66c5e4ec2,SPEAKER_03,"â”¬â”گquâ”œآ® si es que el ministerio brinda atenciâ”œâ”‚n a respuesta,",
a71f183f-04f5-416f-afdd-046dc641d694,SPEAKER_03,"Una atenciâ”œâ”‚n, â”¬â”گno? Propiamente. Es decir, no hay",
40cb8505-4084-4222-81ac-8ccdba5087d4,SPEAKER_06,"Desatenciâ”œâ”‚n. Una cosa es que compre ese medicamento, pero otra cosa es que el estado desatienda. Lo que le pregunto es si el estado no atiende",
1982e4c4-7f12-497e-8771-c619c0714fb0,SPEAKER_06,Este sector.,
04c12ecb-8b72-4ea5-b983-76369e573b8c,SPEAKER_04,"Gracias, Seâ”œâ–’or Magistrado, por la pregunta. En efecto, Essalud tiene mapeado cuâ”œأ­les son las personas que sufren este tipo de enfermedades, como inicio, no solo la distrofia angular, hay otras enfermedades calificadas como huâ”œآ®rfanas",
91def81f-3c95-4f89-9571-a182db1772cf,SPEAKER_04,"Lloradas, hay una norma que regula la protecciâ”œâ”‚n de estas personas. Estas personas ademâ”œأ­s, en su mayorâ”œآ،a de casos, no solamente requieren de administraciâ”œâ”‚n de medicamentos, sino que ademâ”œأ­s requieren de otra",
